180.606810,1224.100179
180.999322,1266.229821
181.391798,1280.273036
181.784238,1306.018929
182.176642,1331.764821
182.569009,1308.359464
182.961341,1343.467500
183.353636,1383.256607
183.745896,1359.851250
184.138119,1399.640357
184.530306,1313.040536
184.922457,1364.532321
185.314571,1345.808036
185.706649,1380.916071
186.098692,1399.640357
186.490697,1401.980893
186.882667,1352.829643
187.274600,1423.045714
187.666497,1369.213393
188.058357,1357.510714
188.450181,1413.683571
188.841969,1446.451071
189.233720,1364.532321
189.625435,1413.683571
190.017113,1387.937679
190.408755,1423.045714
190.800360,1441.770000
191.191929,1394.959286
191.583461,1399.640357
191.974957,1385.597143
192.366416,1397.299821
192.757838,1425.386250
193.149224,1383.256607
193.540574,1380.916071
193.931886,1427.726786
194.323162,1359.851250
194.714402,1371.553929
195.105604,1366.872857
195.496770,1399.640357
195.887899,1455.813214
196.278992,1401.980893
196.670047,1397.299821
197.061066,1425.386250
197.452048,1411.343036
197.842993,1432.407857
198.233901,1439.429464
198.624773,1390.278214
199.015607,1371.553929
199.406405,1394.959286
199.797165,1401.980893
200.187889,1432.407857
200.578576,1364.532321
200.969225,1423.045714
201.359838,1425.386250
201.750414,1430.067321
202.140952,1416.024107
202.531454,1366.872857
202.921918,1385.597143
203.312346,1331.764821
203.702736,1413.683571
204.093089,1406.661964
204.483405,1418.364643
204.873683,1357.510714
205.263925,1373.894464
205.654129,1430.067321
206.044296,1446.451071
206.434426,1380.916071
206.824518,1392.618750
207.214574,1343.467500
207.604591,1406.661964
207.994572,1387.937679
208.384515,1362.191786
208.774421,1373.894464
209.164289,1376.235000
209.554120,1392.618750
209.943914,1380.916071
210.333670,1369.213393
210.723389,1385.597143
211.113070,1385.597143
211.502713,1397.299821
211.892319,1390.278214
212.281888,1390.278214
212.671419,1369.213393
213.060912,1343.467500
213.450368,1371.553929
213.839786,1476.878036
214.229167,1397.299821
214.618509,1376.235000
215.007815,1425.386250
215.397082,1385.597143
215.786312,1413.683571
216.175504,1446.451071
216.564658,1380.916071
216.953774,1383.256607
217.342853,1446.451071
217.731894,1399.640357
218.120897,1394.959286
218.509862,1446.451071
218.898789,1378.575536
219.287678,1439.429464
219.676530,1409.002500
220.065343,1390.278214
220.454119,1451.132143
220.842857,1406.661964
221.231556,1341.126964
221.620218,1343.467500
222.008841,1394.959286
222.397427,1455.813214
222.785974,1411.343036
223.174484,1409.002500
223.562955,1397.299821
223.951388,1437.088929
224.339783,1404.321429
224.728140,1383.256607
225.116458,1444.110536
225.504739,1465.175357
225.892981,1413.683571
226.281185,1406.661964
226.669351,1458.153750
227.057478,1409.002500
227.445567,1446.451071
227.833618,1434.748393
228.221631,1341.126964
228.609605,1444.110536
228.997541,1416.024107
229.385438,1451.132143
229.773297,1474.537500
230.161117,1399.640357
230.548900,1411.343036
230.936643,1462.834821
231.324348,1469.856429
231.712015,1441.770000
232.099643,1458.153750
232.487233,1509.645536
232.874783,1474.537500
233.262296,1418.364643
233.649770,1423.045714
234.037205,1423.045714
234.424601,1411.343036
234.811959,1467.515893
235.199278,1476.878036
235.586559,1444.110536
235.973801,1444.110536
236.361004,1416.024107
236.748168,1439.429464
237.135293,1504.964464
237.522380,1432.407857
237.909428,1497.942857
238.296437,1460.494286
238.683407,1418.364643
239.070339,1481.559107
239.457231,1500.283393
239.844085,1495.602321
240.230899,1406.661964
240.617675,1481.559107
241.004412,1500.283393
241.391109,1467.515893
241.777768,1476.878036
242.164388,1509.645536
242.550968,1439.429464
242.937510,1474.537500
243.324012,1444.110536
243.710476,1544.753571
244.096900,1572.840000
244.483285,1479.218571
244.869631,1509.645536
245.255938,1537.731964
245.642206,1575.180536
246.028434,1593.904821
246.414623,1591.564286
246.800773,1638.375000
247.186884,1694.547857
247.572955,1708.591071
247.958987,1769.445000
248.344980,1781.147679
248.730933,1912.217679
249.116847,2174.357679
249.502721,2607.356786
249.888557,3714.430179
250.274352,6024.538929
250.660109,11044.988036
251.045825,17647.639286
251.431503,24861.170357
251.817141,31845.328929
252.202739,38398.828929
252.588298,43320.975536
252.973817,49001.455714
253.359297,51583.066607
253.744737,52774.399286
254.130137,53272.933393
254.515498,49514.033036
254.900819,44247.827679
255.286100,37216.858393
255.671342,31878.096429
256.056544,27840.672321
256.441706,22199.981250
256.826829,17631.255536
257.211912,13750.647321
257.596955,10572.199821
257.981958,7705.043571
258.366921,5338.761964
258.751845,3662.938393
259.136728,2532.459643
259.521572,1905.196071
259.906376,1739.018036
260.291140,1612.629107
260.675864,1600.926429
261.060548,1568.158929
261.445192,1586.883214
261.829796,1582.202143
262.214360,1577.521071
262.598884,1591.564286
262.983368,1584.542679
263.367812,1579.861607
263.752215,1584.542679
264.136579,1610.288571
264.520903,1624.331786
264.905186,1593.904821
265.289429,1633.693929
265.673632,1600.926429
266.057795,1629.012857
266.441917,1563.477857
266.825999,1556.456250
267.210041,1549.434643
267.594043,1528.369821
267.978005,1514.326607
268.361926,1474.537500
268.745806,1474.537500
269.129647,1397.299821
269.513447,1507.305000
269.897206,1502.623929
270.280925,1451.132143
270.664604,1439.429464
271.048242,1397.299821
271.431840,1462.834821
271.815397,1404.321429
272.198914,1455.813214
272.582390,1362.191786
272.965826,1446.451071
273.349221,1453.472679
273.732576,1497.942857
274.115890,1467.515893
274.499163,1455.813214
274.882395,1509.645536
275.265587,1502.623929
275.648739,1460.494286
276.031849,1397.299821
276.414919,1416.024107
276.797948,1453.472679
277.180936,1474.537500
277.563884,1488.580714
277.946790,1455.813214
278.329656,1495.602321
278.712481,1469.856429
279.095265,1504.964464
279.478009,1467.515893
279.860711,1467.515893
280.243372,1504.964464
280.625993,1554.115714
281.008572,1575.180536
281.391111,1617.310179
281.773609,1530.710357
282.156065,1626.672321
282.538481,1586.883214
282.920855,1586.883214
283.303188,1500.283393
283.685481,1533.050893
284.067732,1511.986071
284.449942,1460.494286
284.832111,1420.705179
285.214239,1481.559107
285.596325,1446.451071
285.978370,1420.705179
286.360375,1453.472679
286.742337,1411.343036
287.124259,1509.645536
287.506139,1467.515893
287.887978,1458.153750
288.269776,1504.964464
288.651532,1528.369821
289.033247,1509.645536
289.414921,1409.002500
289.796553,1519.007679
290.178144,1495.602321
290.559693,1446.451071
290.941201,1483.899643
291.322668,1409.002500
291.704092,1497.942857
292.085476,1439.429464
292.466818,1523.688750
292.848118,1420.705179
293.229377,1558.796786
293.610594,1636.034464
293.991769,1802.212500
294.372903,1968.390536
294.753996,2071.374107
295.135046,2256.276429
295.516055,2452.881429
295.897022,2445.859821
296.277948,2572.248750
296.658832,2621.400000
297.039674,2661.189107
297.420474,2539.481250
297.801232,2373.303214
298.181949,2258.616964
298.562623,2129.887500
298.943256,1977.752679
299.323847,1937.963571
299.704396,1919.239286
300.084904,1853.704286
300.465369,1832.639464
300.845792,1760.082857
301.226173,1788.169286
301.606513,1792.850357
301.986810,1776.466607
302.367065,1781.147679
302.747278,1846.682679
303.127450,1753.061250
303.507579,1729.655893
303.887666,1692.207321
304.267710,1579.861607
304.647713,1596.245357
305.027674,1540.072500
305.407592,1507.305000
305.787468,1439.429464
306.167302,1446.451071
306.547094,1425.386250
306.926843,1427.726786
